"resultado","convocatoria","escalafon","sexo","disciplina_codigo","n"
"Otorgado","2014","Becas postdoctorales","M","KA6",10
"Otorgado","2014","Becas postdoctorales","M","KB1",32
"Otorgado","2014","Becas postdoctorales","M","KB2",59
"Otorgado","2014","Becas postdoctorales","M","KB3",19
"Otorgado","2014","Becas postdoctorales","M","KB4",8
"Otorgado","2014","Becas postdoctorales","M","KE1",38
"Otorgado","2014","Becas postdoctorales","M","KE2",26
"Otorgado","2014","Becas postdoctorales","M","KE3",41
"Otorgado","2014","Becas postdoctorales","M","KE4",7
"Otorgado","2014","Becas postdoctorales","M","KE5",40
"Otorgado","2014","Becas postdoctorales","M","KS1",19
"Otorgado","2014","Becas postdoctorales","M","KS2",13
"Otorgado","2014","Becas postdoctorales","M","KS3",22
"Otorgado","2014","Becas postdoctorales","M","KS4",28
"Otorgado","2014","Becas postdoctorales","M","KS5",32
"Otorgado","2014","Becas postdoctorales","M","KS6",7
"Otorgado","2014","Becas postdoctorales","M","KS7",10
"Otorgado","2014","Becas postdoctorales","M","KS8",5
"Otorgado","2014","Becas postdoctorales","M","KT1",11
"Otorgado","2014",NA,"F","KA1",15
"Otorgado","2014",NA,"F","KA3",7
"Otorgado","2014",NA,"F","KA5",18
"Otorgado","2014",NA,"F","KA6",11
"Otorgado","2014",NA,"F","KB1",25
"Otorgado","2014",NA,"F","KB2",37
"Otorgado","2014",NA,"F","KB3",15
"Otorgado","2014",NA,"F","KB4",12
"Otorgado","2014",NA,"F","KE1",14
"Otorgado","2014",NA,"F","KE2",1
"Otorgado","2014",NA,"F","KE3",4
"Otorgado","2014",NA,"F","KE4",2
"Otorgado","2014",NA,"F","KE5",16
"Otorgado","2014",NA,"F","KS1",5
"Otorgado","2014",NA,"F","KS2",6
"Otorgado","2014",NA,"F","KS3",2
"Otorgado","2014",NA,"F","KS4",13
"Otorgado","2014",NA,"F","KS5",16
"Otorgado","2014",NA,"F","KS6",2
"Otorgado","2014",NA,"F","KS7",12
"Otorgado","2014",NA,"F","KS8",3
"Otorgado","2014",NA,"F","KT1",7
"Otorgado","2014",NA,"M","KA1",15
"Otorgado","2014",NA,"M","KA2",8
"Otorgado","2014",NA,"M","KA3",2
"Otorgado","2014",NA,"M","KA4",3
"Otorgado","2014",NA,"M","KA5",9
"Otorgado","2014",NA,"M","KA6",6
"Otorgado","2014",NA,"M","KB1",14
"Otorgado","2014",NA,"M","KB2",14
"Otorgado","2014",NA,"M","KB3",11
"Otorgado","2014",NA,"M","KB4",5
"Otorgado","2014",NA,"M","KE1",9
"Otorgado","2014",NA,"M","KE2",3
"Otorgado","2014",NA,"M","KE3",13
"Otorgado","2014",NA,"M","KE4",2
"Otorgado","2014",NA,"M","KE5",6
"Otorgado","2014",NA,"M","KS1",5
"Otorgado","2014",NA,"M","KS2",4
"Otorgado","2014",NA,"M","KS3",4
"Otorgado","2014",NA,"M","KS4",8
"Otorgado","2014",NA,"M","KS5",1
"Otorgado","2014",NA,"M","KS6",2
"Otorgado","2014",NA,"M","KS7",3
"Otorgado","2014",NA,"M","KS8",2
"Otorgado","2014",NA,"M","KT1",7
"Otorgado","2015","Becas doctorales","F","KA1",95
"Otorgado","2015","Becas doctorales","F","KA2",17
"Otorgado","2015","Becas doctorales","F","KA3",72
"Otorgado","2015","Becas doctorales","F","KA4",4
"Otorgado","2015","Becas doctorales","F","KA5",90
"Otorgado","2015","Becas doctorales","F","KA6",26
"Otorgado","2015","Becas doctorales","F","KB1",103
"Otorgado","2015","Becas doctorales","F","KB2",120
"Otorgado","2015","Becas doctorales","F","KB3",74
"Otorgado","2015","Becas doctorales","F","KB4",34
"Otorgado","2015","Becas doctorales","F","KE1",107
"Otorgado","2015","Becas doctorales","F","KE2",14
"Otorgado","2015","Becas doctorales","F","KE3",19
"Otorgado","2015","Becas doctorales","F","KE4",11
"Otorgado","2015","Becas doctorales","F","KE5",52
"Otorgado","2015","Becas doctorales","F","KS1",28
"Otorgado","2015","Becas doctorales","F","KS2",38
"Otorgado","2015","Becas doctorales","F","KS3",14
"Otorgado","2015","Becas doctorales","F","KS4",51
"Otorgado","2015","Becas doctorales","F","KS5",61
"Otorgado","2015","Becas doctorales","F","KS6",15
"Otorgado","2015","Becas doctorales","F","KS7",45
"Otorgado","2015","Becas doctorales","F","KS8",22
"Otorgado","2015","Becas doctorales","F","KT1",1
"Otorgado","2015","Becas doctorales","M","KA1",58
"Otorgado","2015","Becas doctorales","M","KA2",74
"Otorgado","2015","Becas doctorales","M","KA3",27
"Otorgado","2015","Becas doctorales","M","KA4",23
"Otorgado","2015","Becas doctorales","M","KA5",45
"Otorgado","2015","Becas doctorales","M","KA6",21
"Otorgado","2015","Becas doctorales","M","KB1",46
"Otorgado","2015","Becas doctorales","M","KB2",69
"Otorgado","2015","Becas doctorales","M","KB3",41
"Otorgado","2015","Becas doctorales","M","KB4",18
"Otorgado","2015","Becas doctorales","M","KE1",63
"Otorgado","2015","Becas doctorales","M","KE2",29
"Otorgado","2015","Becas doctorales","M","KE3",75
"Otorgado","2015","Becas doctorales","M","KE4",7
"Otorgado","2015","Becas doctorales","M","KE5",51
"Otorgado","2015","Becas doctorales","M","KS1",22
"Otorgado","2015","Becas doctorales","M","KS2",15
"Otorgado","2015","Becas doctorales","M","KS3",20
"Otorgado","2015","Becas doctorales","M","KS4",35
"Otorgado","2015","Becas doctorales","M","KS5",28
"Otorgado","2015","Becas doctorales","M","KS6",12
"Otorgado","2015","Becas doctorales","M","KS7",15
"Otorgado","2015","Becas doctorales","M","KS8",6
"Otorgado","2015","Becas doctorales","M","KT1",3
"Otorgado","2015","Becas doctorales","X","KS5",1
"Otorgado","2015","Becas externas","F","KA2",1
"Otorgado","2015","Becas externas","F","KA5",3
"Otorgado","2015","Becas externas","F","KB1",2
"Otorgado","2015","Becas externas","F","KB2",4
"Otorgado","2015","Becas externas","F","KB3",1
"Otorgado","2015","Becas externas","F","KB4",2
"Otorgado","2015","Becas externas","F","KE1",1
"Otorgado","2015","Becas externas","F","KE5",1
"Otorgado","2015","Becas externas","F","KS4",3
"Otorgado","2015","Becas externas","F","KS5",1
"Otorgado","2015","Becas externas","M","KA1",1
"Otorgado","2015","Becas externas","M","KA2",3
"Otorgado","2015","Becas externas","M","KA5",4
"Otorgado","2015","Becas externas","M","KA6",2
"Otorgado","2015","Becas externas","M","KB1",2
"Otorgado","2015","Becas externas","M","KB2",5
"Otorgado","2015","Becas externas","M","KB4",2
"Otorgado","2015","Becas externas","M","KE1",2
"Otorgado","2015","Becas externas","M","KE2",1
"Otorgado","2015","Becas externas","M","KE3",3
"Otorgado","2015","Becas externas","M","KE4",1
"Otorgado","2015","Becas externas","M","KE5",2
"Otorgado","2015","Becas externas","M","KS1",1
"Otorgado","2015","Becas externas","M","KS3",5
"Otorgado","2015","Becas externas","M","KS4",1
"Otorgado","2015","Becas externas","M","KS5",2
"Otorgado","2015","Becas externas","M","KT1",1
"Otorgado","2015","Becas postdoctorales","F","KA1",64
"Otorgado","2015","Becas postdoctorales","F","KA2",8
"Otorgado","2015","Becas postdoctorales","F","KA3",34
"Otorgado","2015","Becas postdoctorales","F","KA4",2
"Otorgado","2015","Becas postdoctorales","F","KA5",58
"Otorgado","2015","Becas postdoctorales","F","KA6",6
"Otorgado","2015","Becas postdoctorales","F","KB1",79
"Otorgado","2015","Becas postdoctorales","F","KB2",75
"Otorgado","2015","Becas postdoctorales","F","KB3",41
"Otorgado","2015","Becas postdoctorales","F","KB4",25
"Otorgado","2015","Becas postdoctorales","F","KE1",63
"Otorgado","2015","Becas postdoctorales","F","KE2",12
"Otorgado","2015","Becas postdoctorales","F","KE3",26
"Otorgado","2015","Becas postdoctorales","F","KE4",7
"Otorgado","2015","Becas postdoctorales","F","KE5",43
"Otorgado","2015","Becas postdoctorales","F","KS1",25
"Otorgado","2015","Becas postdoctorales","F","KS2",34
"Otorgado","2015","Becas postdoctorales","F","KS3",16
"Otorgado","2015","Becas postdoctorales","F","KS4",52
"Otorgado","2015","Becas postdoctorales","F","KS5",50
"Otorgado","2015","Becas postdoctorales","F","KS6",12
"Otorgado","2015","Becas postdoctorales","F","KS7",35
"Otorgado","2015","Becas postdoctorales","F","KS8",20
"Otorgado","2015","Becas postdoctorales","F","KT1",12
"Otorgado","2015","Becas postdoctorales","M","KA1",31
"Otorgado","2015","Becas postdoctorales","M","KA2",40
"Otorgado","2015","Becas postdoctorales","M","KA3",11
"Otorgado","2015","Becas postdoctorales","M","KA4",20
"Otorgado","2015","Becas postdoctorales","M","KA5",30
"Otorgado","2015","Becas postdoctorales","M","KA6",7
"Otorgado","2015","Becas postdoctorales","M","KB1",20
"Otorgado","2015","Becas postdoctorales","M","KB2",44
"Otorgado","2015","Becas postdoctorales","M","KB3",29
"Otorgado","2015","Becas postdoctorales","M","KB4",6
"Otorgado","2015","Becas postdoctorales","M","KE1",48
"Otorgado","2015","Becas postdoctorales","M","KE2",15
"Otorgado","2015","Becas postdoctorales","M","KE3",40
"Otorgado","2015","Becas postdoctorales","M","KE4",9
"Otorgado","2015","Becas postdoctorales","M","KE5",33
"Otorgado","2015","Becas postdoctorales","M","KS1",15
"Otorgado","2015","Becas postdoctorales","M","KS2",15
"Otorgado","2015","Becas postdoctorales","M","KS3",27
"Otorgado","2015","Becas postdoctorales","M","KS4",33
"Otorgado","2015","Becas postdoctorales","M","KS5",34
"Otorgado","2015","Becas postdoctorales","M","KS6",13
"Otorgado","2015","Becas postdoctorales","M","KS7",11
"Otorgado","2015","Becas postdoctorales","M","KS8",7
"Otorgado","2015","Becas postdoctorales","M","KT1",6
"Otorgado","2015",NA,"F","KA1",8
"Otorgado","2015",NA,"F","KA2",1
"Otorgado","2015",NA,"F","KA3",4
"Otorgado","2015",NA,"F","KA4",2
"Otorgado","2015",NA,"F","KA5",13
"Otorgado","2015",NA,"F","KA6",6
"Otorgado","2015",NA,"F","KB1",31
"Otorgado","2015",NA,"F","KB2",24
"Otorgado","2015",NA,"F","KB3",23
"Otorgado","2015",NA,"F","KB4",7
"Otorgado","2015",NA,"F","KE1",10
"Otorgado","2015",NA,"F","KE2",1
"Otorgado","2015",NA,"F","KE3",5
"Otorgado","2015",NA,"F","KE4",2
"Otorgado","2015",NA,"F","KE5",16
"Otorgado","2015",NA,"F","KS1",7
"Otorgado","2015",NA,"F","KS2",6
"Otorgado","2015",NA,"F","KS3",2
"Otorgado","2015",NA,"F","KS4",17
"Otorgado","2015",NA,"F","KS5",9
"Otorgado","2015",NA,"F","KS6",3
"Otorgado","2015",NA,"F","KS7",7
"Otorgado","2015",NA,"F","KS8",3
"Otorgado","2015",NA,"F","KT1",7
"Otorgado","2015",NA,"M","KA1",14
"Otorgado","2015",NA,"M","KA2",7
"Otorgado","2015",NA,"M","KA3",4
"Otorgado","2015",NA,"M","KA4",3
"Otorgado","2015",NA,"M","KA5",11
"Otorgado","2015",NA,"M","KA6",3
"Otorgado","2015",NA,"M","KB1",12
"Otorgado","2015",NA,"M","KB2",11
"Otorgado","2015",NA,"M","KB3",12
"Otorgado","2015",NA,"M","KB4",4
"Otorgado","2015",NA,"M","KE1",11
"Otorgado","2015",NA,"M","KE2",4
"Otorgado","2015",NA,"M","KE3",13
"Otorgado","2015",NA,"M","KE4",1
"Otorgado","2015",NA,"M","KE5",6
"Otorgado","2015",NA,"M","KS1",8
"Otorgado","2015",NA,"M","KS2",4
"Otorgado","2015",NA,"M","KS3",4
"Otorgado","2015",NA,"M","KS4",9
"Otorgado","2015",NA,"M","KS5",7
"Otorgado","2015",NA,"M","KS6",1
"Otorgado","2015",NA,"M","KS7",5
"Otorgado","2015",NA,"M","KS8",1
"Otorgado","2015",NA,"M","KT1",1
"Otorgado","2016","Becas doctorales","F","KA1",104
"Otorgado","2016","Becas doctorales","F","KA2",5
"Otorgado","2016","Becas doctorales","F","KA3",23
"Otorgado","2016","Becas doctorales","F","KA4",4
"Otorgado","2016","Becas doctorales","F","KA5",50
"Otorgado","2016","Becas doctorales","F","KA6",11
"Otorgado","2016","Becas doctorales","F","KA7",41
"Otorgado","2016","Becas doctorales","F","KB1",54
"Otorgado","2016","Becas doctorales","F","KB2",84
"Otorgado","2016","Becas doctorales","F","KB3",42
"Otorgado","2016","Becas doctorales","F","KB4",37
"Otorgado","2016","Becas doctorales","F","KE1",49
"Otorgado","2016","Becas doctorales","F","KE2",7
"Otorgado","2016","Becas doctorales","F","KE3",13
"Otorgado","2016","Becas doctorales","F","KE4",5
"Otorgado","2016","Becas doctorales","F","KE5",27
"Otorgado","2016","Becas doctorales","F","KS1",24
"Otorgado","2016","Becas doctorales","F","KS2",21
"Otorgado","2016","Becas doctorales","F","KS3",16
"Otorgado","2016","Becas doctorales","F","KS4",40
"Otorgado","2016","Becas doctorales","F","KS5",46
"Otorgado","2016","Becas doctorales","F","KS6",5
"Otorgado","2016","Becas doctorales","F","KS7",29
"Otorgado","2016","Becas doctorales","F","KS8",10
"Otorgado","2016","Becas doctorales","F","KT1",15
"Otorgado","2016","Becas doctorales","M","KA1",80
"Otorgado","2016","Becas doctorales","M","KA2",36
"Otorgado","2016","Becas doctorales","M","KA3",15
"Otorgado","2016","Becas doctorales","M","KA4",21
"Otorgado","2016","Becas doctorales","M","KA5",30
"Otorgado","2016","Becas doctorales","M","KA6",14
"Otorgado","2016","Becas doctorales","M","KA7",13
"Otorgado","2016","Becas doctorales","M","KB1",18
"Otorgado","2016","Becas doctorales","M","KB2",41
"Otorgado","2016","Becas doctorales","M","KB3",26
"Otorgado","2016","Becas doctorales","M","KB4",9
"Otorgado","2016","Becas doctorales","M","KE1",50
"Otorgado","2016","Becas doctorales","M","KE2",16
"Otorgado","2016","Becas doctorales","M","KE3",45
"Otorgado","2016","Becas doctorales","M","KE4",3
"Otorgado","2016","Becas doctorales","M","KE5",35
"Otorgado","2016","Becas doctorales","M","KS1",17
"Otorgado","2016","Becas doctorales","M","KS2",11
"Otorgado","2016","Becas doctorales","M","KS3",13
"Otorgado","2016","Becas doctorales","M","KS4",26
"Otorgado","2016","Becas doctorales","M","KS5",22
"Otorgado","2016","Becas doctorales","M","KS6",14
"Otorgado","2016","Becas doctorales","M","KS7",8
"Otorgado","2016","Becas doctorales","M","KS8",5
"Otorgado","2016","Becas doctorales","M","KT1",16
"Otorgado","2016","Becas externas","F","KA1",4
"Otorgado","2016","Becas externas","F","KA2",2
"Otorgado","2016","Becas externas","F","KA5",5
"Otorgado","2016","Becas externas","F","KA6",1
"Otorgado","2016","Becas externas","F","KB1",4
"Otorgado","2016","Becas externas","F","KB2",4
"Otorgado","2016","Becas externas","F","KB3",1
"Otorgado","2016","Becas externas","F","KB4",4
"Otorgado","2016","Becas externas","F","KE1",3
"Otorgado","2016","Becas externas","F","KE3",5
"Otorgado","2016","Becas externas","F","KE5",4
"Otorgado","2016","Becas externas","F","KS1",1
"Otorgado","2016","Becas externas","F","KS3",1
"Otorgado","2016","Becas externas","F","KS4",2
"Otorgado","2016","Becas externas","F","KS5",3
"Otorgado","2016","Becas externas","F","KS7",1
"Otorgado","2016","Becas externas","F","KS8",1
"Otorgado","2016","Becas externas","F","KT1",2
"Otorgado","2016","Becas externas","F","ND",6
"Otorgado","2016","Becas externas","M","KA1",1
"Otorgado","2016","Becas externas","M","KA2",2
"Otorgado","2016","Becas externas","M","KA3",1
"Otorgado","2016","Becas externas","M","KA4",1
"Otorgado","2016","Becas externas","M","KA5",5
"Otorgado","2016","Becas externas","M","KA6",3
"Otorgado","2016","Becas externas","M","KB2",10
"Otorgado","2016","Becas externas","M","KB3",3
"Otorgado","2016","Becas externas","M","KB4",3
"Otorgado","2016","Becas externas","M","KE1",4
"Otorgado","2016","Becas externas","M","KE2",3
"Otorgado","2016","Becas externas","M","KE3",4
"Otorgado","2016","Becas externas","M","KE5",4
"Otorgado","2016","Becas externas","M","KS1",2
"Otorgado","2016","Becas externas","M","KS3",2
"Otorgado","2016","Becas externas","M","KS4",1
"Otorgado","2016","Becas externas","M","KS5",2
"Otorgado","2016","Becas externas","M","KS7",2
"Otorgado","2016","Becas externas","M","ND",7
"Otorgado","2016","Becas postdoctorales","F","KA1",68
"Otorgado","2016","Becas postdoctorales","F","KA2",4
"Otorgado","2016","Becas postdoctorales","F","KA3",22
"Otorgado","2016","Becas postdoctorales","F","KA4",1
"Otorgado","2016","Becas postdoctorales","F","KA5",54
"Otorgado","2016","Becas postdoctorales","F","KA6",16
"Otorgado","2016","Becas postdoctorales","F","KA7",20
"Otorgado","2016","Becas postdoctorales","F","KB1",47
"Otorgado","2016","Becas postdoctorales","F","KB2",69
"Otorgado","2016","Becas postdoctorales","F","KB3",35
"Otorgado","2016","Becas postdoctorales","F","KB4",13
"Otorgado","2016","Becas postdoctorales","F","KE1",48
"Otorgado","2016","Becas postdoctorales","F","KE2",11
"Otorgado","2016","Becas postdoctorales","F","KE3",15
"Otorgado","2016","Becas postdoctorales","F","KE4",3
"Otorgado","2016","Becas postdoctorales","F","KE5",36
"Otorgado","2016","Becas postdoctorales","F","KS1",22
"Otorgado","2016","Becas postdoctorales","F","KS2",21
"Otorgado","2016","Becas postdoctorales","F","KS3",6
"Otorgado","2016","Becas postdoctorales","F","KS4",35
"Otorgado","2016","Becas postdoctorales","F","KS5",36
"Otorgado","2016","Becas postdoctorales","F","KS6",6
"Otorgado","2016","Becas postdoctorales","F","KS7",17
"Otorgado","2016","Becas postdoctorales","F","KS8",12
"Otorgado","2016","Becas postdoctorales","F","KT1",17
"Otorgado","2016","Becas postdoctorales","M","KA1",30
"Otorgado","2016","Becas postdoctorales","M","KA2",29
"Otorgado","2016","Becas postdoctorales","M","KA3",4
"Otorgado","2016","Becas postdoctorales","M","KA4",22
"Otorgado","2016","Becas postdoctorales","M","KA5",30
"Otorgado","2016","Becas postdoctorales","M","KA6",14
"Otorgado","2016","Becas postdoctorales","M","KA7",4
"Otorgado","2016","Becas postdoctorales","M","KB1",20
"Otorgado","2016","Becas postdoctorales","M","KB2",38
"Otorgado","2016","Becas postdoctorales","M","KB3",36
"Otorgado","2016","Becas postdoctorales","M","KB4",5
"Otorgado","2016","Becas postdoctorales","M","KE1",39
"Otorgado","2016","Becas postdoctorales","M","KE2",14
"Otorgado","2016","Becas postdoctorales","M","KE3",39
"Otorgado","2016","Becas postdoctorales","M","KE4",14
"Otorgado","2016","Becas postdoctorales","M","KE5",28
"Otorgado","2016","Becas postdoctorales","M","KS1",11
"Otorgado","2016","Becas postdoctorales","M","KS2",13
"Otorgado","2016","Becas postdoctorales","M","KS3",17
"Otorgado","2016","Becas postdoctorales","M","KS4",14
"Otorgado","2016","Becas postdoctorales","M","KS5",24
"Otorgado","2016","Becas postdoctorales","M","KS6",3
"Otorgado","2016","Becas postdoctorales","M","KS7",11
"Otorgado","2016","Becas postdoctorales","M","KS8",8
"Otorgado","2016","Becas postdoctorales","M","KT1",11
"Otorgado","2016",NA,"F","KA1",40
"Otorgado","2016",NA,"F","KA2",6
"Otorgado","2016",NA,"F","KA3",5
"Otorgado","2016",NA,"F","KA5",20
"Otorgado","2016",NA,"F","KA6",7
"Otorgado","2016",NA,"F","KA7",7
"Otorgado","2016",NA,"F","KB1",51
"Otorgado","2016",NA,"F","KB2",42
"Otorgado","2016",NA,"F","KB3",42
"Otorgado","2016",NA,"F","KB4",12
"Otorgado","2016",NA,"F","KE1",23
"Otorgado","2016",NA,"F","KE3",4
"Otorgado","2016",NA,"F","KE4",1
"Otorgado","2016",NA,"F","KE5",20
"Otorgado","2016",NA,"F","KS1",1
"Otorgado","2016",NA,"F","KS2",12
"Otorgado","2016",NA,"F","KS3",2
"Otorgado","2016",NA,"F","KS4",20
"Otorgado","2016",NA,"F","KS5",15
"Otorgado","2016",NA,"F","KS6",3
"Otorgado","2016",NA,"F","KS7",4
"Otorgado","2016",NA,"F","KS8",7
"Otorgado","2016",NA,"F","KT1",5
"Otorgado","2016",NA,"M","KA1",21
"Otorgado","2016",NA,"M","KA2",21
"Otorgado","2016",NA,"M","KA3",2
"Otorgado","2016",NA,"M","KA4",6
"Otorgado","2016",NA,"M","KA5",13
"Otorgado","2016",NA,"M","KA6",9
"Otorgado","2016",NA,"M","KA7",1
"Otorgado","2016",NA,"M","KB1",14
"Otorgado","2016",NA,"M","KB2",23
"Otorgado","2016",NA,"M","KB3",14
"Otorgado","2016",NA,"M","KB4",5
"Otorgado","2016",NA,"M","KE1",14
"Otorgado","2016",NA,"M","KE2",1
"Otorgado","2016",NA,"M","KE3",15
"Otorgado","2016",NA,"M","KE4",1
"Otorgado","2016",NA,"M","KE5",13
"Otorgado","2016",NA,"M","KS1",8
